UTM_Easting,UTM_Northing,Cotton Yield
714373,6787847,10.09784465
714373,6787845,9.720036112
714373,6787843,9.551230086
714373,6787841,9.382424059
714373,6787839,9.54332312
714373,6787837,9.846201424
714373,6787835,10.19762508
714373,6787833,10.33793671
714373,6787831,10.42631947
714373,6787829,10.47056809
714373,6787827,10.43277091
714373,6787825,10.27362323
714373,6787823,9.922485746
714373,6787821,9.614953837
714373,6787819,9.409544159
714373,6787817,9.164120022
714373,6787815,8.961294297
714373,6787813,8.9371855
714373,6787811,9.053660528
714373,6787809,9.087429694
714373,6787807,8.95286127
714373,6787805,8.818292846
714373,6787803,8.683724422
714373,6787801,8.416895454
714373,6787799,8.264405384
714373,6787797,8.383112089
714373,6787795,8.685847944
714373,6787793,9.016105241
714373,6787791,9.377815613
714373,6787789,9.695355715
714373,6787787,9.905632402
714373,6787785,10.443254
714373,6787783,10.76773583
714375,6787895,8.419386788
714375,6787893,8.482276959
714375,6787891,8.698155741
714375,6787889,8.900868008
714375,6787887,9.108153894
714375,6787885,9.409260402
714375,6787883,9.624026076
714375,6787881,9.571439361
714375,6787879,9.47308332
714375,6787877,9.345396568
714375,6787875,9.262496795
714375,6787873,9.500840951
714375,6787871,9.828392817
714375,6787869,10.20171401
714375,6787867,10.53955445
714375,6787865,10.80092174
714375,6787863,10.67056953
714375,6787861,10.47802015
714375,6787859,10.28547076
714375,6787857,10.11344532
714375,6787855,10.16147811
714375,6787853,10.26916638
714375,6787851,10.43905184
714375,6787849,10.31422503
714375,6787847,10.13479374
714375,6787845,9.802094304
714375,6787843,9.673062228
714375,6787841,9.544030152
714375,6787839,9.664677737
714375,6787837,10.02858982
714375,6787835,10.44104725
714375,6787833,10.58307049
714375,6787831,10.6646143
714375,6787829,10.73926185
714375,6787827,10.6542212
714375,6787825,10.36171462
714375,6787823,9.988635604
714375,6787821,9.667712745
714375,6787819,9.450917422
714375,6787817,9.19410764
714375,6787815,9.062270911
714375,6787813,9.154637143
714375,6787811,9.387587199
714375,6787809,9.509861658
714375,6787807,9.343161859
714375,6787805,9.180202851
714375,6787803,8.924997759
714375,6787801,8.565463112
714375,6787799,8.320267363
714375,6787797,8.459922309
714375,6787795,8.799340109
714375,6787793,9.138757908
714375,6787791,9.450244718
714375,6787789,9.697546097
714375,6787787,10.09263122
714375,6787785,10.72486531
714375,6787783,10.94973362
714375,6787781,10.92548606
714375,6787779,10.83295123
714375,6787777,10.44134691
714375,6787775,9.443032794
714375,6787773,9.085488257
714377,6787895,8.968330129
714377,6787893,9.110147453
714377,6787891,9.288320237
714377,6787889,9.495363548
714377,6787887,9.687342341
714377,6787885,9.951775145
714377,6787883,10.03236149
714377,6787881,9.832265822
714377,6787879,9.657117635
714377,6787877,9.492262968
714377,6787875,9.389816452
714377,6787873,9.626623526
714377,6787871,10.04018909
714377,6787869,10.43524962
714377,6787867,10.77633494
714377,6787865,11.04469254
714377,6787863,10.93909417
714377,6787861,10.74993949
714377,6787859,10.55434236
714377,6787857,10.39288178
714377,6787855,10.36767695
714377,6787853,10.38882125
714377,6787851,10.50923022
714377,6787849,10.4036961
714377,6787847,10.21273534
714377,6787845,9.952308923
714377,6787843,9.901711338
714377,6787841,9.835405403
714377,6787839,9.914870475
714377,6787837,10.33310008
714377,6787835,10.76049898
714377,6787833,10.89437563
714377,6787831,10.9346753
714377,6787829,11.02918262
714377,6787827,10.88070622
714377,6787825,10.51228096
714377,6787823,10.1269699
714377,6787821,9.79192179
714377,6787819,9.621138576
714377,6787817,9.410340903
714377,6787815,9.376375253
714377,6787813,9.550225748
714377,6787811,9.899650833
714377,6787809,10.05229853
714377,6787807,9.812489088
714377,6787805,9.576420438
714377,6787803,9.217732468
714377,6787801,8.765492141
714377,6787799,8.427590713
714377,6787797,8.550091869
714377,6787795,8.872355878
714377,6787793,9.194619887
714377,6787791,9.478175707
714377,6787789,9.70586955
714377,6787787,10.24971022
714377,6787785,10.98087559
714377,6787783,11.10591059
714377,6787781,11.00892864
714377,6787779,10.9027103
714377,6787777,10.35577286
714377,6787775,9.348474542
714377,6787773,9.088202845
714377,6787771,9.12476365
714377,6787769,9.165894555
714377,6787767,9.212509581
714377,6787765,9.245176219
714377,6787763,9.147707415
714377,6787761,9.001993191
714379,6787895,9.427610847
714379,6787893,9.637291962
714379,6787891,9.833054452
714379,6787889,10.05299633
714379,6787887,10.23468742
714379,6787885,10.49445879
714379,6787883,10.45349096
714379,6787881,10.18062888
714379,6787879,9.909412447
714379,6787877,9.690044535
714379,6787875,9.625056217
714379,6787873,9.846788454
714379,6787871,10.23801079
714379,6787869,10.59165854
714379,6787867,10.95818229
714379,6787865,11.15438061
714379,6787863,11.0898397
714379,6787861,10.93954949
714379,6787859,10.80462903
714379,6787857,10.61846648
714379,6787855,10.53264871
714379,6787853,10.51812356
714379,6787851,10.53458715
714379,6787849,10.40272819
714379,6787847,10.24523586
714379,6787845,10.11020409
714379,6787843,10.07985741
714379,6787841,10.1042713
714379,6787839,10.29682367
714379,6787837,10.78687474
714379,6787835,11.17270319
714379,6787833,11.25661673
714379,6787831,11.24695327
714379,6787829,11.23803306
714379,6787827,10.98612913
714379,6787825,10.49434689
714379,6787823,10.10029255
714379,6787821,9.808101084
714379,6787819,9.664500083
714379,6787817,9.480884622
714379,6787815,9.551407317
714379,6787813,9.877427415
714379,6787811,10.32742216
714379,6787809,10.59958799
714379,6787807,10.35654364
714379,6787805,10.11724007
714379,6787803,9.665037515
714379,6787801,9.117674166
714379,6787799,8.638743198
714379,6787797,8.715036871
714379,6787795,8.991093397
714379,6787793,9.267149923
714379,6787791,9.506106697
714379,6787789,9.87790846
714379,6787787,10.59378804
714379,6787785,11.45398259
714379,6787783,11.49266625
714379,6787781,11.32597219
714379,6787779,10.98723922
714379,6787777,10.30442843
714379,6787775,9.293315562
714379,6787773,9.089737178
714379,6787771,9.127232586
714379,6787769,9.168298986
714379,6787767,9.213472026
714379,6787765,9.245176219
714379,6787763,9.134414188
714379,6787761,8.979326534
714379,6787759,9.012649516
714379,6787757,9.05013787
714379,6787755,9.092624672
714379,6787753,9.32683508
714379,6787751,9.561045488
714379,6787749,9.267736014
714381,6787897,9.820613096
714381,6787895,9.878680709
714381,6787893,10.19451105
714381,6787891,10.45262812
714381,6787889,10.75982321
714381,6787887,10.91575456
714381,6787885,10.98624944
714381,6787883,10.79637557
714381,6787881,10.46522817
714381,6787879,10.11429628
714381,6787877,9.92822584
714381,6787875,9.972942949
714381,6787873,10.14628003
714381,6787871,10.46089062
714381,6787869,10.7163469
714381,6787867,10.97421209
714381,6787865,11.04296006
714381,6787863,11.04017294
714381,6787861,10.98101265
714381,6787859,10.9634475
714381,6787857,10.87552169
714381,6787855,10.79264856
714381,6787853,10.65739795
714381,6787851,10.51589227
714381,6787849,10.38334558
714381,6787847,10.23665117
714381,6787845,10.19536772
714381,6787843,10.28311845
714381,6787841,10.445741
714381,6787839,10.62654321
714381,6787837,11.09325947
714381,6787835,11.47946952
714381,6787833,11.50535137
714381,6787831,11.45137708
714381,6787829,11.40760783
714381,6787827,11.13210657
714381,6787825,10.56159551
714381,6787823,10.21767107
714381,6787821,9.950222919
714381,6787819,9.831365225
714381,6787817,9.690926009
714381,6787815,9.912958738
714381,6787813,10.34789046
714381,6787811,10.906219
714381,6787809,11.31595707
714381,6787807,11.05889672
714381,6787805,10.70927934
714381,6787803,10.14676295
714381,6787801,9.467843099
714381,6787799,8.817248847
714381,6787797,8.873467479
714381,6787795,9.09045137
714381,6787793,9.307435262
714381,6787791,9.508562083
714381,6787789,10.0357347
714381,6787787,10.90698513
714381,6787785,11.77747326
714381,6787783,11.62107278
714381,6787781,11.46467229
714381,6787779,10.95390041
714381,6787777,10.10136058
714381,6787775,9.083711436
714381,6787773,9.095260774
714381,6787771,9.135626969
714381,6787769,9.175993165
714381,6787767,9.214049493
714381,6787765,9.209816234
714381,6787763,9.089826487
714381,6787761,8.928080179
714381,6787759,8.964548213
714381,6787757,9.004489393
714381,6787755,9.092624672
714381,6787753,9.32683508
714381,6787751,9.460702773
714381,6787749,9.137376247
714381,6787747,8.981833458
714381,6787745,8.936969658
714383,6787897,9.920486902
714383,6787895,10.06835273
714383,6787893,10.35675036
714383,6787891,10.6261141
714383,6787889,11.00726852
714383,6787887,11.23715922
714383,6787885,11.34280495
714383,6787883,11.19941942
714383,6787881,10.9021965
714383,6787879,10.4629265
714383,6787877,10.22829668
714383,6787875,10.22009383
714383,6787873,10.31524262
714383,6787871,10.5642288
714383,6787869,10.78111411
714383,6787867,10.98636789
714383,6787865,10.93453948
714383,6787863,10.94445597
714383,6787861,10.95450217
714383,6787859,11.04610527
714383,6787857,11.02568756
714383,6787855,11.01818033
714383,6787853,10.90055096
714383,6787851,10.70693346
714383,6787849,10.53892395
714383,6787847,10.40730917
714383,6787845,10.47517163
714383,6787843,10.60358736
714383,6787841,10.8112393
714383,6787839,11.01148523
714383,6787837,11.41066349
714383,6787835,11.66524011
714383,6787833,11.66227999
714383,6787831,11.61429394
714383,6787829,11.57373113
714383,6787827,11.33475229
714383,6787825,10.84336206
714383,6787823,10.5489553
714383,6787821,10.26140557
714383,6787819,10.09821736
714383,6787817,9.97250725
714383,6787815,10.2722868
714383,6787813,10.78496534
714383,6787811,11.33243497
714383,6787809,11.59897515
714383,6787807,11.30857758
714383,6787805,10.82000683
714383,6787803,10.15936109
714383,6787801,9.514572421
714383,6787799,8.990467392
714383,6787797,9.083445289
714383,6787795,9.297235874
714383,6787793,9.470202465
714383,6787791,9.627311986
714383,6787789,10.25546479
714383,6787787,11.16755024
714383,6787785,12.01824038
714383,6787783,11.8478428
714383,6787781,11.67164433
714383,6787779,11.06028688
714383,6787777,10.10947134
714383,6787775,9.094132063
714383,6787773,9.099880509
714383,6787771,9.140246704
714383,6787769,9.1806129
714383,6787767,9.216359361
714383,6787765,9.174456248
714383,6787763,9.026473181
714383,6787761,8.849673255
714383,6787759,8.907083737
714383,6787757,8.96449422
714383,6787755,9.092624672
714383,6787753,9.32683508
714383,6787751,9.402169523
714383,6787749,9.06369464
714383,6787747,8.950795478
714383,6787745,8.928426861
714383,6787743,8.90079504
714383,6787741,9.147561854
714383,6787739,9.689386087
714383,6787737,9.865615433
714385,6787897,9.989174465
714385,6787895,10.17033117
714385,6787893,10.42685065
714385,6787891,10.72145032
714385,6787889,11.21787698
714385,6787887,11.55846628
714385,6787885,11.74762699
714385,6787883,11.57335669
714385,6787881,11.32766208
714385,6787879,10.79485831
714385,6787877,10.48549042
714385,6787875,10.40254952
714385,6787873,10.53521418
714385,6787871,10.73930314
714385,6787869,10.86167962
714385,6787867,10.97194083
714385,6787865,10.85577505
714385,6787863,10.89793397
714385,6787861,10.94009289
714385,6787859,11.11755785
714385,6787857,11.16966029
714385,6787855,11.19067715
714385,6787853,11.05336931
714385,6787851,10.84029645
714385,6787849,10.64370373
714385,6787847,10.51749401
714385,6787845,10.61195166
714385,6787843,10.74243426
714385,6787841,10.98299297
714385,6787839,11.19080361
714385,6787837,11.49626134
714385,6787835,11.64926814
714385,6787833,11.63238068
714385,6787831,11.54808457
714385,6787829,11.50154408
714385,6787827,11.25712837
714385,6787825,10.8464167
714385,6787823,10.56957435
714385,6787821,10.28617954
714385,6787819,10.09917652
714385,6787817,10.02675319
714385,6787815,10.40264496
714385,6787813,10.89918965
714385,6787811,11.43538434
714385,6787809,11.57467609
714385,6787807,11.30690521
714385,6787805,10.73202028
714385,6787803,10.13914685
714385,6787801,9.53419951
714385,6787799,9.181103432
714385,6787797,9.318151705
714385,6787795,9.536060097
714385,6787793,9.651304079
714385,6787791,9.826106066
714385,6787789,10.48472694
714385,6787787,11.232305
714385,6787785,11.99267352
714385,6787783,11.80920855
714385,6787781,11.57245861
714385,6787779,10.90054967
714385,6787777,10.05586361
714385,6787775,9.111977671
714385,6787773,9.111925224
714385,6787771,9.1859908
714385,6787769,9.260056375
714385,6787767,9.295359904
714385,6787765,9.218096807
714385,6787763,9.070113739
714385,6787761,8.853813542
714385,6787759,8.871723752
714385,6787757,8.929134234
714385,6787755,9.092624672
714385,6787753,9.250574617
714385,6787751,9.256003635
714385,6787749,8.874701318
714385,6787747,8.799811341
714385,6787745,8.812829932
714385,6787743,8.913691648
714385,6787741,9.211830091
714385,6787739,9.738873113
714385,6787737,9.876013846
714385,6787735,9.625290402
714385,6787733,9.343226527
714385,6787731,9.017644285
714385,6787729,8.707185715
714385,6787727,8.396727144
714385,6787725,8.399354938
714385,6787723,8.401982731
714385,6787721,8.401982731
714385,6787719,8.411273869
714387,6787897,10.07629709
714387,6787895,10.28047565
714387,6787893,10.4608201
714387,6787891,10.71622235
714387,6787889,11.22414243
714387,6787887,11.53885938
714387,6787885,11.66279297
714387,6787883,11.51498145
714387,6787881,11.37041104
714387,6787879,10.88804062
714387,6787877,10.70064329
714387,6787875,10.66645429
714387,6787873,10.83122373
714387,6787871,10.95303438
714387,6787869,10.9890713
714387,6787867,10.99085137
714387,6787865,10.87153572
714387,6787863,10.9237607
714387,6787861,11.01570335
714387,6787859,11.23312587
714387,6787857,11.31966342
714387,6787855,11.38791418
714387,6787853,11.28462433
714387,6787851,11.04110608
714387,6787849,10.82795541
714387,6787847,10.69439826
714387,6787845,10.74927835
714387,6787843,10.80415844
714387,6787841,11.02373843
714387,6787839,11.23132351
714387,6787837,11.44105563
714387,6787835,11.48936931
714387,6787833,11.44951435
714387,6787831,11.38518788
714387,6787829,11.33786387
714387,6787827,11.16136044
714387,6787825,10.86670624
714387,6787823,10.60677759
714387,6787821,10.34785536
714387,6787819,10.09922313
714387,6787817,9.979770324
714387,6787815,10.33590548
714387,6787813,10.8357634
714387,6787811,11.33461489
714387,6787809,11.42550867
714387,6787807,11.24206115
714387,6787805,10.67236777
714387,6787803,10.12270095
714387,6787801,9.573138612
714387,6787799,9.372584093
714387,6787797,9.560076983
714387,6787795,9.78847742
714387,6787793,9.906571626
714387,6787791,10.05360117
714387,6787789,10.6844496
714387,6787787,11.20159191
714387,6787785,11.71950775
714387,6787783,11.49471751
714387,6787781,11.23508656
714387,6787779,10.54646177
714387,6787777,9.857098759
714387,6787775,9.114466847
714387,6787773,9.114541009
714387,6787771,9.192481395
714387,6787769,9.264256637
714387,6787767,9.334888838
714387,6787765,9.254713339
714387,6787763,9.139177855
714387,6787761,8.960224107
714387,6787759,8.968638685
714387,6787757,8.978934529
714387,6787755,9.139589939
714387,6787753,9.190698772
714387,6787751,9.080639611
714387,6787749,8.70695166
714387,6787747,8.680732032
714387,6787745,8.741379484
714387,6787743,8.946933498
714387,6787741,9.315253611
714387,6787739,9.767740545
714387,6787737,9.88189121
714387,6787735,9.623082649
714387,6787733,9.339625653
714387,6787731,9.017644285
714387,6787729,8.707185715
714387,6787727,8.396727144
714387,6787725,8.399354938
714387,6787723,8.401982731
714387,6787721,8.407850818
714387,6787719,8.421658082
714387,6787717,8.439147283
714387,6787703,8.854789382
714387,6787701,8.513501413
714387,6787699,8.172213443
714389,6787897,10.27697712
714389,6787895,10.51085369
714389,6787893,10.66041816
714389,6787891,10.88242408
714389,6787889,11.34724915
714389,6787887,11.67553204
714389,6787885,11.79200996
714389,6787883,11.67050259
714389,6787881,11.543638
714389,6787879,11.15229545
714389,6787877,11.02645654
714389,6787875,10.96415669
714389,6787873,11.13984212
714389,6787871,11.23716133
714389,6787869,11.22745481
714389,6787867,11.08206852
714389,6787865,10.91629446
714389,6787863,10.9232342
714389,6787861,11.01389739
714389,6787859,11.21779597
714389,6787857,11.37255584
714389,6787855,11.45348905
714389,6787853,11.32113417
714389,6787851,11.11901981
714389,6787849,10.91714611
714389,6787847,10.75328273
714389,6787845,10.77805038
714389,6787843,10.84393834
714389,6787841,10.98070708
714389,6787839,11.05981119
714389,6787837,11.156762
714389,6787835,11.14646406
714389,6787833,11.11946675
714389,6787831,11.09134812
714389,6787829,11.1656522
714389,6787827,11.09212241
714389,6787825,10.96788571
714389,6787823,10.81041398
714389,6787821,10.57831764
714389,6787819,10.30647077
714389,6787817,10.18245777
714389,6787815,10.47345509
714389,6787813,10.81384078
714389,6787811,11.22885109
714389,6787809,11.2006091
714389,6787807,11.02077888
714389,6787805,10.4379743
714389,6787803,9.974984369
714389,6787801,9.503087442
714389,6787799,9.442450968
714389,6787797,9.711927586
714389,6787795,9.98235918
714389,6787793,10.13297612
714389,6787791,10.29992054
714389,6787789,10.76197687
714389,6787787,11.04550836
714389,6787785,11.3352493
714389,6787783,11.06214536
714389,6787781,10.77582006
714389,6787779,10.28963839
714389,6787777,9.802718493
714389,6787775,9.239552749
714389,6787773,9.266314552
714389,6787771,9.365179209
714389,6787769,9.400780159
714389,6787767,9.413337951
714389,6787765,9.332581635
714389,6787763,9.224742649
714389,6787761,9.049854157
714389,6787759,9.015491909
714389,6787757,9.004911045
714389,6787755,9.129383012
714389,6787753,9.108948418
714389,6787751,8.895382506
714389,6787749,8.62815743
714389,6787747,8.708400677
714389,6787745,8.803950656
714389,6787743,9.044407196
714389,6787741,9.494110359
714389,6787739,9.867191614
714389,6787737,9.830187274
714389,6787735,9.542713842
714389,6787733,9.25524041
714389,6787731,8.955027012
714389,6787729,8.644568442
714389,6787727,8.396727144
714389,6787725,8.399354938
714389,6787723,8.406442478
714389,6787721,8.415919438
714389,6787719,8.432390092
714389,6787717,8.476354644
714389,6787715,8.816051941
714389,6787713,9.23370521
714389,6787711,9.672008058
714389,6787709,10.04742983
714389,6787707,9.835992294
714389,6787705,9.346645573
714389,6787703,8.91167071
714389,6787701,8.541942077
714389,6787699,8.172213443
714389,6787697,8.172213443
714389,6787695,8.172213443
714391,6787899,10.44401789
714391,6787897,10.42767635
714391,6787895,10.54711102
714391,6787893,10.57677711
714391,6787891,10.72940094
714391,6787889,11.09320237
714391,6787887,11.42255465
714391,6787885,11.67077967
714391,6787883,11.67546724
714391,6787881,11.646581
714391,6787879,11.36023265
714391,6787877,11.24062788
714391,6787875,11.11390921
714391,6787873,11.23072798
714391,6787871,11.29301023
714391,6787869,11.30277686
714391,6787867,11.16932914
714391,6787865,11.05225431
714391,6787863,11.03641928
714391,6787861,11.1086946
714391,6787859,11.26786755
714391,6787857,11.38695085
714391,6787855,11.45952494
714391,6787853,11.38694343
714391,6787851,11.25247011
714391,6787849,11.07205191
714391,6787847,10.95608434
714391,6787845,10.92474277
714391,6787843,10.93932153
714391,6787841,10.9638037
714391,6787839,10.96959644
714391,6787837,10.96909014
714391,6787835,10.85322771
714391,6787833,10.80546769
714391,6787831,10.80969606
714391,6787829,10.95304178
714391,6787827,10.94892462
714391,6787825,10.97553759
714391,6787823,10.85272772
714391,6787821,10.65887704
714391,6787819,10.3791194
714391,6787817,10.24431739
714391,6787815,10.41619191
714391,6787813,10.66738232
714391,6787811,10.98961353
714391,6787809,10.86771303
714391,6787807,10.73025783
714391,6787805,10.28612611
714391,6787803,9.893644513
714391,6787801,9.546536507
714391,6787799,9.594505706
714391,6787797,9.879758202
714391,6787795,10.1650107
714391,6787793,10.39861307
714391,6787791,10.54397676
714391,6787789,10.81918255
714391,6787787,10.85710504
