UTM_Easting,UTM_Northing,Cotton Yield
714553,6787389,9.907720983
714553,6787387,9.921623655
714553,6787385,9.983864558
714553,6787383,9.98269694
714553,6787381,9.986149137
714553,6787379,9.982633947
714553,6787377,10.00688199
714553,6787375,9.989212957
714553,6787373,10.00634935
714553,6787371,9.948117811
714553,6787369,9.884440985
714553,6787367,9.784578487
714553,6787365,9.754378152
714553,6787363,9.714013414
714553,6787361,9.744396791
714553,6787359,9.763744412
714553,6787357,9.790392566
714553,6787355,9.789295635
714553,6787353,9.870088061
714553,6787351,9.867133847
714553,6787349,9.825906472
714553,6787347,9.815963242
714553,6787345,9.877334783
714553,6787343,9.866981371
714553,6787341,9.953309321
714553,6787339,10.0245729
714553,6787337,10.05725181
714553,6787335,10.01308128
714553,6787333,10.06510363
714553,6787331,10.09499251
714553,6787329,10.16822574
714553,6787327,10.18476355
714553,6787325,10.20683602
714553,6787323,10.13445968
714553,6787321,10.12354987
714553,6787319,10.13973126
714553,6787317,10.18490213
714553,6787315,10.19260578
714553,6787313,10.19196416
714553,6787311,10.13905473
714553,6787309,10.01094872
714553,6787307,9.890104513
714553,6787305,9.806727524
714553,6787303,9.67878233
714553,6787301,9.527683227
714553,6787299,9.424910353
714553,6787297,9.313704972
714553,6787295,9.228296016
714553,6787293,9.294085174
714553,6787291,9.528197777
714553,6787289,9.770315785
714553,6787287,10.04131043
714553,6787285,10.28650866
714553,6787283,10.39078607
714553,6787281,10.29722651
714553,6787279,10.16940847
714553,6787277,10.07038031
714553,6787275,9.971352151
714553,6787273,9.924548782
714553,6787271,9.964965765
714553,6787269,10.03964123
714553,6787267,10.12161262
714553,6787265,10.11969462
714553,6787263,10.10644395
714553,6787261,10.02519488
714553,6787259,9.882088111
714553,6787257,9.702895531
714553,6787255,9.542267846
714553,6787253,9.387824978
714553,6787251,9.261976513
714553,6787249,9.218327267
714553,6787247,9.284216846
714553,6787245,9.415430924
714553,6787243,9.561172996
714553,6787241,9.654641883
714553,6787239,9.705572737
714553,6787237,9.654950994
714553,6787235,9.624623012
714553,6787233,9.573582218
714553,6787231,9.673553361
714553,6787229,9.756591227
714553,6787227,9.823363245
714553,6787225,9.869841503
714553,6787223,9.722538122
714553,6787221,9.45661271
714553,6787219,9.233011656
714553,6787217,9.195072964
714553,6787215,9.157134272
714553,6787213,9.295314245
714553,6787211,9.533793887
714553,6787209,9.769078973
714553,6787207,9.826981316
714553,6787205,9.767208658
714553,6787203,9.746916752
714553,6787201,9.623592351
714553,6787199,9.510603089
714553,6787197,9.387602794
714553,6787195,9.383870134
714553,6787193,9.364755644
714553,6787191,9.383642866
714553,6787189,9.41643248
714553,6787187,9.52282114
714553,6787185,9.639583469
714553,6787183,9.749909851
714553,6787181,9.842657448
714553,6787179,9.906695081
714553,6787177,9.907144704
714553,6787175,9.870264541
714553,6787173,9.716173482
714553,6787171,9.582725813
714553,6787169,9.468153279
714553,6787167,9.37159481
714553,6787165,9.319266843
714553,6787163,9.367254815
714553,6787161,9.384984347
714553,6787159,9.388311174
714553,6787157,9.32536811
714553,6787155,9.129591699
714553,6787153,8.946269797
714553,6787151,8.861935244
714553,6787149,8.817141772
714553,6787147,8.821606613
714553,6787145,8.967315343
714553,6787143,9.417325475
714553,6787141,9.785007562
714553,6787139,10.07162175
714553,6787137,9.930461707
714553,6787135,9.754930695
714553,6787133,9.352612729
714553,6787131,8.968867149
714553,6787129,8.626648382
714553,6787127,8.711201367
714553,6787125,8.880859204
714553,6787123,8.977443039
714553,6787121,9.093312206
714553,6787119,9.364740394
714553,6787117,9.636168581
714553,6787115,9.851354795
714553,6787113,10.04473815
714553,6787111,10.20026378
714553,6787109,10.2610655
714553,6787107,10.23293092
714553,6787105,10.14498075
714553,6787103,10.07883344
714553,6787101,10.04263392
714553,6787099,9.935018042
714553,6787097,9.916338444
714553,6787095,10.00242004
714553,6787093,10.09330344
714553,6787091,10.15423904
714553,6787089,10.05968543
714553,6787087,9.875141875
714553,6787085,9.798785338
714553,6787083,9.701799481
714553,6787081,9.590009095
714553,6787079,9.62597657
714553,6787077,9.687722978
714553,6787075,9.49760449
714553,6787073,9.27702768
714553,6787071,9.238010025
714553,6787069,9.252332261
714553,6787067,9.330865509
714553,6787065,9.600071875
714553,6787063,10.2308038
714553,6787061,10.6947811
714553,6787059,11.05428762
714553,6787057,11.14833578
714553,6787055,11.12867364
714553,6787053,10.79102532
714553,6787051,10.27511085
714553,6787049,9.834820677
714553,6787047,9.674650041
714553,6787045,9.7248847
714553,6787043,9.795981631
714553,6787041,10.04534471
714553,6787039,9.90538018
714553,6787037,9.69928621
714553,6787035,9.282786946
714553,6787033,9.105978979
714553,6787031,8.929171013
714553,6787029,9.135509876
714553,6787027,9.359269892
714553,6787025,9.542001569
714553,6787023,9.466926134
714553,6787021,9.370395119
714553,6787019,9.303163866
714553,6787017,9.269979711
714553,6787015,9.277823894
714553,6787013,9.16376236
714553,6787011,9.065604195
714553,6787009,8.938146267
714553,6787007,8.810688339
714553,6787005,8.701227304
714553,6787003,8.714969641
714553,6787001,8.736859501
714553,6786999,8.582997427
714553,6786997,8.429135352
714553,6786995,8.257276386
714553,6786993,8.084119763
714553,6786991,7.975064563
714553,6786989,8.241851503
714553,6786987,8.533649718
714553,6786985,8.677630466
714553,6786983,8.653636818
714553,6786981,8.547957186
714553,6786979,8.39820695
714553,6786977,8.294009571
714553,6786975,8.376866284
714553,6786973,8.744085096
714553,6786971,9.111303908
714553,6786969,9.179771989
714553,6786967,9.144767056
714553,6786965,9.247506861
714553,6786963,9.379600896
714555,6787931,8.955571532
714555,6787929,8.949649991
714555,6787927,8.992508399
714555,6787925,9.038671527
714555,6787923,9.025709251
714555,6787921,9.178146734
714555,6787919,9.321773232
714555,6787917,9.497528259
714555,6787915,9.604892312
714555,6787913,9.76721012
714555,6787911,9.77083967
714555,6787909,9.697995398
714555,6787907,9.554252641
714555,6787905,9.478900857
714555,6787903,9.594552851
714555,6787901,9.72045606
714555,6787899,9.92283309
714555,6787897,9.769844657
714555,6787895,9.616856224
714555,6787893,9.277035662
714555,6787891,8.9663931
714555,6787889,8.674190235
714555,6787887,8.725858831
714555,6787885,9.060499421
714555,6787883,9.437084241
714555,6787881,9.784491062
714555,6787879,10.03660173
714555,6787877,10.44362378
714555,6787875,10.56767384
714555,6787873,10.27396308
714555,6787871,9.81728074
714555,6787869,9.437454852
714555,6787867,8.931005601
714555,6787865,8.510958691
714555,6787863,8.502420975
714555,6787861,8.777471804
714555,6787859,9.038288706
714555,6787857,9.266766685
714555,6787855,9.424325293
714555,6787853,9.597073295
714555,6787851,9.649204334
714555,6787849,9.754847603
714555,6787847,9.851125162
714555,6787845,9.914434756
714555,6787843,9.848757435
714555,6787841,9.70853034
714555,6787839,9.506390649
714555,6787837,9.344767013
714555,6787835,9.237091975
714555,6787833,9.207521858
714555,6787831,9.213546115
714555,6787829,9.180629273
714555,6787827,9.116562086
714555,6787825,9.033545949
714555,6787823,9.012791969
714555,6787821,9.030993388
714555,6787819,9.110770198
714555,6787817,9.190547008
714555,6787815,9.2320679
714555,6787813,9.222782984
714555,6787811,9.213498069
714555,6787809,9.204213153
714555,6787807,9.194928237
714555,6787805,9.239751995
714555,6787803,9.273119402
714555,6787801,9.30648681
714555,6787799,9.290063189
714555,6787797,9.271205353
714555,6787795,9.218980109
714555,6787793,9.080205386
714555,6787791,8.913817322
714555,6787789,8.807049679
714555,6787787,8.769391778
714555,6787785,8.821945255
714555,6787783,8.951221417
714555,6787781,9.098930637
714555,6787779,9.254430671
714555,6787777,9.343255178
714555,6787775,9.406820777
714555,6787773,9.534014146
714555,6787771,9.670387797
714555,6787769,9.786806292
714555,6787767,9.903103946
714555,6787765,9.977055573
714555,6787763,10.01377476
714555,6787761,10.11169612
714555,6787759,10.21195242
714555,6787757,10.31648124
714555,6787755,10.41572778
714555,6787753,10.49840578
714555,6787751,10.51017553
714555,6787749,10.46273754
714555,6787747,10.43849386
714555,6787745,10.36197915
714555,6787743,10.30824103
714555,6787741,10.26420899
714555,6787739,10.27821959
714555,6787737,10.25495608
714555,6787735,10.2453221
714555,6787733,10.20583767
714555,6787731,10.15547638
714555,6787729,10.10628022
714555,6787727,10.09843538
714555,6787725,10.20404032
714555,6787723,10.3167191
714555,6787721,10.40956044
714555,6787719,10.50916062
714555,6787717,10.5889163
714555,6787715,10.55347455
714555,6787713,10.48213781
714555,6787711,10.44151536
714555,6787709,10.39413408
714555,6787707,10.27737754
714555,6787705,10.21702114
714555,6787703,10.18963442
714555,6787701,10.03857328
714555,6787699,9.88751215
714555,6787697,9.794247554
714555,6787695,9.693876905
714555,6787693,9.560895777
714555,6787691,9.551589059
714555,6787689,9.503212786
714555,6787687,9.490318077
714555,6787685,9.45119429
714555,6787683,9.482786375
714555,6787681,9.509556873
714555,6787679,9.575396926
714555,6787677,9.659717095
714555,6787675,9.797888813
714555,6787673,9.900880456
714555,6787671,10.01109501
714555,6787669,10.07941068
714555,6787667,10.09376467
714555,6787665,10.07803722
714555,6787663,10.1091093
714555,6787661,10.13778006
714555,6787659,10.12981009
714555,6787657,10.08425777
714555,6787655,10.04210069
714555,6787653,9.921547283
714555,6787651,9.879438834
714555,6787649,9.915869995
714555,6787647,9.950763038
714555,6787645,9.860090856
714555,6787643,9.801015463
714555,6787641,9.671123749
714555,6787639,9.553042433
714555,6787637,9.474081592
714555,6787635,9.471130725
714555,6787633,9.576279103
714555,6787631,9.673798845
714555,6787629,9.758211889
714555,6787627,9.825632706
714555,6787625,9.948100393
714555,6787623,9.930217359
714555,6787621,10.00937263
714555,6787619,10.0898242
714555,6787617,10.1382536
714555,6787615,10.06745762
714555,6787613,10.02891312
714555,6787611,9.901438685
714555,6787609,9.75029058
714555,6787607,9.633648141
714555,6787605,9.603574111
714555,6787603,9.684560519
714555,6787601,9.755946803
714555,6787599,9.851006761
714555,6787597,9.837458283
714555,6787595,9.81687263
714555,6787593,9.685226541
714555,6787591,9.614058049
714555,6787589,9.5940626
714555,6787587,9.701571773
714555,6787585,9.80584907
714555,6787583,9.943420194
714555,6787581,10.03500663
714555,6787579,10.0636888
714555,6787577,10.05839916
714555,6787575,10.12207641
714555,6787573,10.2248886
714555,6787571,10.31356805
714555,6787569,10.41397873
714555,6787567,10.40553323
714555,6787565,10.09206283
714555,6787563,9.746174998
714555,6787561,9.557255187
714555,6787559,9.500574403
714555,6787557,9.582334151
714555,6787555,9.922771216
714555,6787553,10.2361202
714555,6787551,10.39363274
714555,6787549,10.45074818
714555,6787547,10.46705541
714555,6787545,10.43485184
714555,6787543,10.33702925
714555,6787541,10.31882515
714555,6787539,10.26877911
714555,6787537,10.25466777
714555,6787535,10.17840627
714555,6787533,10.15484053
714555,6787531,10.01743322
714555,6787529,9.943731597
714555,6787527,9.874903497
714555,6787525,9.904386097
714555,6787523,9.897626823
714555,6787521,9.925090647
714555,6787519,9.888848774
714555,6787517,9.834435947
714555,6787515,9.810148062
714555,6787513,9.822102049
714555,6787511,9.889140144
714555,6787509,9.980695759
714555,6787507,10.09042233
714555,6787505,10.02438233
714555,6787503,9.958342338
714555,6787501,9.825607879
714555,6787499,9.790065489
714555,6787497,9.740358554
714555,6787495,9.824251619
714555,6787493,9.862533202
714555,6787491,9.901415859
714555,6787489,9.811544292
714555,6787487,9.873055759
714555,6787485,9.995191972
714555,6787483,10.16293967
714555,6787481,10.28897073
714555,6787479,10.38193519
714555,6787477,10.33768117
714555,6787475,10.18881845
714555,6787473,10.05774701
714555,6787471,9.979401492
714555,6787469,9.986378428
714555,6787467,10.00404569
714555,6787465,10.11884002
714555,6787463,10.18168962
714555,6787461,10.21378055
714555,6787459,10.20066026
714555,6787457,10.17715324
714555,6787455,10.01670332
714555,6787453,9.890406836
714555,6787451,9.78874106
714555,6787449,9.808968418
714555,6787447,9.825652615
714555,6787445,9.938654305
714555,6787443,9.982709797
714555,6787441,10.05067704
714555,6787439,9.98742175
714555,6787437,9.984251663
714555,6787435,9.9806055
714555,6787433,10.02663673
714555,6787431,10.08614222
714555,6787429,10.12609871
714555,6787427,10.0732823
714555,6787425,9.987491239
714555,6787423,9.986558952
714555,6787421,9.959764992
714555,6787419,10.00835359
714555,6787417,10.09286944
714555,6787415,10.20967598
714555,6787413,10.22016954
714555,6787411,10.22526673
714555,6787409,10.19106577
714555,6787407,10.1488549
714555,6787405,10.10732797
714555,6787403,10.10652407
714555,6787401,10.10445915
714555,6787399,10.09518822
714555,6787397,10.0939272
714555,6787395,10.05190681
714555,6787393,10.00988641
714555,6787391,9.969127034
714555,6787389,9.975176328
714555,6787387,9.981225623
714555,6787385,10.0280343
714555,6787383,10.00860267
714555,6787381,9.978341509
714555,6787379,9.935738092
714555,6787377,9.996946525
714555,6787375,10.02664901
714555,6787373,10.12259179
714555,6787371,10.08985666
714555,6787369,10.03164004
714555,6787367,9.869611575
714555,6787365,9.773140279
714555,6787363,9.666699729
714555,6787361,9.699766639
714555,6787359,9.745608425
714555,6787357,9.798919212
714555,6787355,9.817626868
714555,6787353,9.872472324
714555,6787351,9.888626094
714555,6787349,9.846513821
714555,6787347,9.841024131
714555,6787345,9.897932805
714555,6787343,9.928672933
714555,6787341,10.00856022
714555,6787339,10.09033759
714555,6787337,10.12802337
714555,6787335,10.10576917
714555,6787333,10.13769478
714555,6787331,10.15916492
714555,6787329,10.19020587
714555,6787327,10.16602012
714555,6787325,10.13992789
714555,6787323,10.04659568
714555,6787321,10.02881449
714555,6787319,10.04498793
714555,6787317,10.1130953
714555,6787315,10.15582582
714555,6787313,10.19668808
714555,6787311,10.12022353
714555,6787309,10.03830264
714555,6787307,9.932354349
714555,6787305,9.8517829
714555,6787303,9.705620691
714555,6787301,9.602600746
714555,6787299,9.488122425
714555,6787297,9.372087636
714555,6787295,9.281849272
714555,6787293,9.402111256
714555,6787291,9.600641024
714555,6787289,9.807176199
714555,6787287,10.04258801
714555,6787285,10.25220341
714555,6787283,10.31724906
714555,6787281,10.18056718
714555,6787279,10.05780755
714555,6787277,9.949957618
714555,6787275,9.842107684
714555,6787273,9.77313267
714555,6787271,9.860080481
714555,6787269,9.933106044
714555,6787267,10.02763806
714555,6787265,10.07774132
714555,6787263,10.10355826
714555,6787261,10.08190157
714555,6787259,10.0147692
714555,6787257,9.911220672
714555,6787255,9.762247013
714555,6787253,9.62321353
714555,6787251,9.477586175
714555,6787249,9.430797626
714555,6787247,9.470191855
714555,6787245,9.599439978
714555,6787243,9.731901328
714555,6787241,9.82825228
714555,6787239,9.848489045
714555,6787237,9.797827039
714555,6787235,9.774400446
714555,6787233,9.737820451
714555,6787231,9.783229547
714555,6787229,9.871789196
714555,6787227,9.923284248
714555,6787225,9.888777312
714555,6787223,9.744653696
714555,6787221,9.550154977
714555,6787219,9.347835372
714555,6787217,9.283782518
714555,6787215,9.278496238
714555,6787213,9.375483501
714555,6787211,9.56582658
714555,6787209,9.743591066
714555,6787207,9.80486939
714555,6787205,9.738705352
714555,6787203,9.670040238
714555,6787201,9.505286483
714555,6787199,9.392490234
714555,6787197,9.266946802
714555,6787195,9.250971172
714555,6787193,9.284488966
714555,6787191,9.328482358
714555,6787189,9.344755776
714555,6787187,9.448764626
714555,6787185,9.590925171
714555,6787183,9.693436507
714555,6787181,9.803560633
714555,6787179,9.88055583
714555,6787177,9.882562778
714555,6787175,9.854655351
714555,6787173,9.754268054
714555,6787171,9.658668385
714555,6787169,9.631839236
714555,6787167,9.59356504
714555,6787165,9.564928083
714555,6787163,9.570125223
714555,6787161,9.564478318
714555,6787159,9.498952288
714555,6787157,9.372180119
714555,6787155,9.189664798
714555,6787153,9.041354802
714555,6787151,8.94471579
714555,6787149,8.876172777
714555,6787147,8.878575571
714555,6787145,9.025938878
714555,6787143,9.377122535
714555,6787141,9.692070418
714555,6787139,9.956990592
714555,6787137,9.897173544
714555,6787135,9.728606235
714555,6787133,9.459445856
714555,6787131,9.180854599
714555,6787129,8.924195052
714555,6787127,8.951911918
714555,6787125,9.052317331
714555,6787123,9.053935912
714555,6787121,9.143705389
714555,6787119,9.361703258
714555,6787117,9.621807315
714555,6787115,9.82803284
714555,6787113,9.988590286
714555,6787111,10.07042771
714555,6787109,10.08975644
714555,6787107,10.05499006
714555,6787105,10.02094656
714555,6787103,10.01751022
714555,6787101,10.0252194
714555,6787099,9.96720888
714555,6787097,9.963293472
714555,6787095,10.03469863
714555,6787093,10.12116472
714555,6787091,10.19648528
714555,6787089,10.04784016
714555,6787087,9.756275626
714555,6787085,9.564292614
714555,6787083,9.468511362
714555,6787081,9.374836492
714555,6787079,9.457764346
714555,6787077,9.697334051
714555,6787075,9.674478603
714555,6787073,9.445013094
714555,6787071,9.436920175
714555,6787069,9.5120625
714555,6787067,9.573482385
714555,6787065,9.835863471
714555,6787063,10.44068302
714555,6787061,10.82202361
714555,6787059,11.09520723
714555,6787057,11.17020994
714555,6787055,11.13177452
714555,6787053,10.80859387
714555,6787051,10.34333572
714555,6787049,9.975320421
714555,6787047,9.824037064
714555,6787045,9.874660557
714555,6787043,9.996114925
714555,6787041,10.25195044
714555,6787039,10.09968096
714555,6787037,9.928860445
714555,6787035,9.545855019
714555,6787033,9.329516977
714555,6787031,9.120875283
714555,6787029,9.273035032
714555,6787027,9.453812477
714555,6787025,9.603839649
714555,6787023,9.561833508
714555,6787021,9.513451763
714555,6787019,9.516715167
714555,6787017,9.474509428
714555,6787015,9.49286847
714555,6787013,9.396571908
714555,6787011,9.260311368
714555,6787009,9.094751065
714555,6787007,8.946042208
714555,6787005,8.795793802
714555,6787003,8.759290598
714555,6787001,8.771722289
714555,6786999,8.642773839
714555,6786997,8.478155939
714555,6786995,8.295541147
714555,6786993,8.121086868
714555,6786991,8.077430748
714555,6786989,8.375244973
714555,6786987,8.708728647
714555,6786985,8.80320843
714555,6786983,8.738352286
714555,6786981,8.540102672
714555,6786979,8.384879497
714555,6786977,8.292638708
714555,6786975,8.427542036
714555,6786973,8.782242024
714555,6786971,9.136942013
714555,6786969,9.180832744
714555,6786967,9.144767056
714555,6786965,9.262183976
714555,6786963,9.404320247
714555,6786961,9.579900347
714555,6786959,9.594339262
714555,6786957,9.613220921
714555,6786947,7.416878176
714555,6786945,7.114075359
714555,6786943,7.114075359
714555,6786941,7.331082153
714557,6787931,9.098714027
714557,6787929,9.132249097
714557,6787927,9.141683599
714557,6787925,9.167038663
714557,6787923,9.165501284
714557,6787921,9.272846082
714557,6787919,9.325229157
714557,6787917,9.440786445
714557,6787915,9.481036354
714557,6787913,9.567688176
714557,6787911,9.555908973
714557,6787909,9.499416307
714557,6787907,9.384662262
714557,6787905,9.352492896
714557,6787903,9.46412796
714557,6787901,9.582274589
714557,6787899,9.68560449
714557,6787897,9.523668616
714557,6787895,9.354455444
714557,6787893,9.062741711
714557,6787891,8.767544122
714557,6787889,8.570723093
714557,6787887,8.631440375
714557,6787885,8.98806955
714557,6787883,9.323394857
714557,6787881,9.662204019
714557,6787879,9.880968315
714557,6787877,10.19912923
714557,6787875,10.22137825
714557,6787873,9.867104558
714557,6787871,9.512830863
714557,6787869,9.239755665
714557,6787867,8.900008054
714557,6787865,8.557186502
714557,6787863,8.653824283
714557,6787861,8.893449109
714557,6787859,9.111124509
714557,6787857,9.292024801
714557,6787855,9.524273349
714557,6787853,9.713822579
714557,6787851,9.760384765
714557,6787849,9.838701784
714557,6787847,9.929263967
714557,6787845,9.971551837
714557,6787843,9.859059621
714557,6787841,9.679387555
714557,6787839,9.467275791
714557,6787837,9.338418606
714557,6787835,9.260184153
714557,6787833,9.316492488
714557,6787831,9.351777222
714557,6787829,9.338053637
714557,6787827,9.228487296
714557,6787825,9.08876356
714557,6787823,9.011839472
714557,6787821,9.023118835
714557,6787819,9.10604081
714557,6787817,9.189305796
714557,6787815,9.235055425
714557,6787813,9.220428077
714557,6787811,9.205800729
714557,6787809,9.191173381
714557,6787807,9.227626604
714557,6787805,9.339276238
714557,6787803,9.448503201
714557,6787801,9.557730165
714557,6787799,9.570628193
714557,6787797,9.53244565
714557,6787795,9.436116715
714557,6787793,9.232375502
714557,6787791,9.002970939
714557,6787789,8.879724705
714557,6787787,8.886125468
714557,6787785,8.89252623
714557,6787783,8.980758969
714557,6787781,9.115624319
714557,6787779,9.240660275
714557,6787777,9.236049235
714557,6787775,9.289957976
714557,6787773,9.421657453
714557,6787771,9.53238767
714557,6787769,9.670377782
714557,6787767,9.776372297
714557,6787765,9.852640608
714557,6787763,9.925942155
714557,6787761,10.02058193
714557,6787759,10.0879618
714557,6787757,10.16099371
714557,6787755,10.24487458
714557,6787753,10.27951178
714557,6787751,10.29703356
714557,6787749,10.30260411
714557,6787747,10.29663355
714557,6787745,10.22931051
714557,6787743,10.20966745
714557,6787741,10.18580158
714557,6787739,10.21385216
714557,6787737,10.27439976
714557,6787735,10.29830418
714557,6787733,10.26300924
714557,6787731,10.23816262
714557,6787729,10.1733508
714557,6787727,10.20050501
714557,6787725,10.34761569
714557,6787723,10.50624575
714557,6787721,10.55906471
714557,6787719,10.64254113
714557,6787717,10.66160407
714557,6787715,10.60555026
714557,6787713,10.48565392
714557,6787711,10.46112035
714557,6787709,10.37873506
714557,6787707,10.21715711
714557,6787705,10.10242767
714557,6787703,10.07361612
714557,6787701,9.939494579
714557,6787699,9.832567305
714557,6787697,9.782667787
714557,6787695,9.722311412
714557,6787693,9.639879703
714557,6787691,9.662757977
714557,6787689,9.609826811
714557,6787687,9.556895646
714557,6787685,9.481086207
714557,6787683,9.458449126
714557,6787681,9.435812046
714557,6787679,9.488984405
714557,6787677,9.592905861
714557,6787675,9.734546356
714557,6787673,9.823014492
714557,6787671,9.958649145
714557,6787669,10.07349594
714557,6787667,10.13759364
714557,6787665,10.16057906
714557,6787663,10.21482907
714557,6787661,10.22191257
714557,6787659,10.23659564
714557,6787657,10.24780037
714557,6787655,10.20459652
714557,6787653,10.10789002
714557,6787651,10.05408019
714557,6787649,10.01345865
714557,6787647,9.904772359
714557,6787645,9.789125209
714557,6787643,9.695716112
714557,6787641,9.577476008
714557,6787639,9.464171218
714557,6787637,9.44109094
714557,6787635,9.46287868
714557,6787633,9.573580845
714557,6787631,9.666217344
714557,6787629,9.774295554
714557,6787627,9.829111624
714557,6787625,9.908030338
714557,6787623,9.908295653
714557,6787621,9.984302798
714557,6787619,10.03993292
714557,6787617,10.06859049
714557,6787615,10.02297881
714557,6787613,9.967106114
714557,6787611,9.880012516
714557,6787609,9.748800019
714557,6787607,9.679140776
714557,6787605,9.667323933
714557,6787603,9.766567528
714557,6787601,9.821290192
714557,6787599,9.920131755
714557,6787597,9.908946217
714557,6787595,9.909979554
714557,6787593,9.799952453
714557,6787591,9.731966759
714557,6787589,9.659804167
714557,6787587,9.709417345
714557,6787585,9.772061423
714557,6787583,9.848191785
714557,6787581,9.897831707
714557,6787579,9.936146383
714557,6787577,9.941125023
714557,6787575,9.955334135
714557,6787573,10.01932577
714557,6787571,10.09754384
714557,6787569,10.19126406
714557,6787567,10.18090372
714557,6787565,9.960822403
714557,6787563,9.717483612
714557,6787561,9.579472436
714557,6787559,9.560561836
714557,6787557,9.667319155
714557,6787555,9.977323906
714557,6787553,10.23634414
714557,6787551,10.36025935
714557,6787549,10.3983817
714557,6787547,10.42883015
714557,6787545,10.46481491
714557,6787543,10.41715486
714557,6787541,10.42465845
714557,6787539,10.39469575
714557,6787537,10.35533928
714557,6787535,10.24195151
714557,6787533,10.22318174
714557,6787531,10.12115444
714557,6787529,10.06144949
714557,6787527,10.01881222
714557,6787525,10.03018718
714557,6787523,10.01293269
714557,6787521,10.02377209
714557,6787519,10.03849146
714557,6787517,10.01670427
714557,6787515,10.00365104
714557,6787513,9.999723522
714557,6787511,10.04879454
714557,6787509,10.06054798
714557,6787507,10.09099501
714557,6787505,10.00763462
714557,6787503,9.948321256
714557,6787501,9.820338462
714557,6787499,9.820438851
714557,6787497,9.837954601
714557,6787495,9.915091846
714557,6787493,9.903360358
714557,6787491,9.918362777
714557,6787489,9.796253559
714557,6787487,9.871776999
714557,6787485,9.991447331
714557,6787483,10.19544312
714557,6787481,10.29914304
714557,6787479,10.41711761
714557,6787477,10.33785713
714557,6787475,10.18380431
714557,6787473,10.05644679
714557,6787471,10.01832212
714557,6787469,9.999932878
714557,6787467,9.994992469
714557,6787465,10.06322242
714557,6787463,10.06684584
714557,6787461,10.06898123
714557,6787459,10.04140881
714557,6787457,10.01085317
714557,6787455,9.901082525
714557,6787453,9.855476219
714557,6787451,9.774712651
714557,6787449,9.808535635
714557,6787447,9.831893017
714557,6787445,9.930274833
714557,6787443,9.949195185
714557,6787441,10.00476083
714557,6787439,9.978904754
714557,6787437,10.00140573
714557,6787435,10.02971924
714557,6787433,10.06734773
714557,6787431,10.13478835
714557,6787429,10.14531734
714557,6787427,10.05538046
714557,6787425,9.951760471
714557,6787423,9.898366703
714557,6787421,9.843784736
714557,6787419,9.880452204
714557,6787417,9.969228488
714557,6787415,10.0830716
714557,6787413,10.13661372
714557,6787411,10.1615319
714557,6787409,10.13221507
714557,6787407,10.12606865
714557,6787405,10.10853852
714557,6787403,10.1399968
714557,6787401,10.13886158
714557,6787399,10.12445875
714557,6787397,10.09155791
714557,6787395,10.04112493
714557,6787393,9.995671709
714557,6787391,10.02433352
714557,6787389,10.07209534
714557,6787387,10.11518477
714557,6787385,10.11461766
714557,6787383,10.06735689
714557,6787381,9.961756359
714557,6787379,9.868740809
714557,6787377,9.902901126
714557,6787375,9.998250103
714557,6787373,10.14029275
714557,6787371,10.15591874
714557,6787369,10.13985973
714557,6787367,9.996624847
714557,6787365,9.904082524
714557,6787363,9.811540202
714557,6787361,9.862232757
714557,6787359,9.934420059
714557,6787357,9.996355685
714557,6787355,10.00704684
714557,6787353,10.00459746
714557,6787351,9.990358841
714557,6787349,9.926107795
714557,6787347,9.90588582
714557,6787345,9.907864826
714557,6787343,9.922984374
714557,6787341,9.967411636
714557,6787339,10.04000751
714557,6787337,10.07882599
714557,6787335,10.10684883
714557,6787333,10.16672857
714557,6787331,10.20908983
714557,6787329,10.20534684
714557,6787327,10.16134065
714557,6787325,10.10648102
714557,6787323,9.999723726
714557,6787321,9.964447741
714557,6787319,9.99294984
714557,6787317,10.12031914
714557,6787315,10.20936146
714557,6787313,10.29834331
714557,6787311,10.22427509
714557,6787309,10.13363415
714557,6787307,9.970155856
714557,6787305,9.84500455
714557,6787303,9.675281893
714557,6787301,9.608458019
714557,6787299,9.52754839
714557,6787297,9.431995478
714557,6787295,9.36223899
714557,6787293,9.508600239
714557,6787291,9.674996143
714557,6787289,9.854725746
714557,6787287,10.06333199
714557,6787285,10.24614181
714557,6787283,10.25706737
714557,6787281,10.10951014
714557,6787279,9.952595495
714557,6787277,9.826779855
714557,6787275,9.700964215
714557,6787273,9.647263545
714557,6787271,9.73965955
714557,6787269,9.84141297
714557,6787267,9.928976389
714557,6787265,10.01653981
714557,6787263,10.05242736
714557,6787261,10.06983606
714557,6787259,10.02990671
714557,6787257,9.97306835
714557,6787255,9.807882552
714557,6787253,9.660313233
714557,6787251,9.492006269
714557,6787249,9.485732516
714557,6787247,9.51856169
714557,6787245,9.659738307
714557,6787243,9.778571112
714557,6787241,9.897580754
714557,6787239,9.88914417
714557,6787237,9.860728932
714557,6787235,9.851806634
714557,6787233,9.865120328
714557,6787231,9.909919237
714557,6787229,9.978549586
714557,6787227,10.03104392
714557,6787225,9.947251536
714557,6787223,9.745004137
714557,6787221,9.534543188
714557,6787219,9.35315468
714557,6787217,9.253081646
714557,6787215,9.269802401
714557,6787213,9.386320361
714557,6787211,9.561545538
714557,6787209,9.706617907
714557,6787207,9.737705997
714557,6787205,9.656365088
714557,6787203,9.547565035
714557,6787201,9.400443445
714557,6787199,9.301151713
714557,6787197,9.226975252
714557,6787195,9.279590595
