"UTM Easting","UTM Northing","Cotton Yield"
713767,6787777,10.8153172995404
713767,6787775,10.7160641758733
713767,6787773,10.6002688649284
713769,6787779,10.6893112032271
713769,6787777,10.7189596964773
713769,6787775,10.6112820745371
713769,6787773,10.4796003084788
713769,6787771,10.2992010564715
713771,6787781,10.4059268855381
713771,6787779,10.4621278756181
713771,6787777,10.5175788166297
713771,6787775,10.4334235260167
713771,6787773,10.3145506196289
713771,6787771,10.1528084432874
713771,6787769,9.63232350923735
713771,6787767,8.94762304034399
713771,6787765,8.522288688815
713771,6787763,8.36718640952172
713771,6787753,8.21628146999527
713771,6787751,7.9786688524791
713771,6787749,7.82125117576222
713773,6787781,10.2305108221131
713773,6787779,10.2695088173675
713773,6787777,10.3357568983323
713773,6787775,10.2744183132037
713773,6787773,10.1680048125469
713773,6787771,9.99743007568179
713773,6787769,9.50583256665378
713773,6787767,8.91770281821389
713773,6787765,8.55714531322053
713773,6787763,8.39562812839322
713773,6787761,8.28939606484978
713773,6787759,8.49068442249492
713773,6787757,8.55999336188365
713773,6787755,8.48318906107134
713773,6787753,8.28123933303545
713773,6787751,8.0238256640596
713773,6787749,7.82433056343879
713773,6787747,7.70995958576332
713773,6787745,7.6076016063902
713773,6787743,7.68297511858129
713775,6787781,10.1704998940472
713775,6787779,10.1978012149151
713775,6787777,10.2520184111177
713775,6787775,10.1675745332389
713775,6787773,10.08313065536
713775,6787771,9.89012016234173
713775,6787769,9.42825560876931
713775,6787767,8.92855465151501
713775,6787765,8.71530585282598
713775,6787763,8.49302917622765
713775,6787761,8.37391668259706
713775,6787759,8.51709067257971
713775,6787757,8.55568412399808
713775,6787755,8.42498942013109
713775,6787753,8.33835784268596
713775,6787751,8.19463216738326
713775,6787749,8.08164199109726
713775,6787747,7.98117790319253
713775,6787745,8.0071299086938
713775,6787743,8.1626664565488
713775,6787741,8.59796172675204
713777,6787781,10.0870534486891
713777,6787779,10.1093519492293
713777,6787777,10.1248321477651
713777,6787775,10.0638116574016
713777,6787773,10.0027911670382
713777,6787771,9.81471220304281
713777,6787769,9.42797083870705
713777,6787767,9.04043866670304
713777,6787765,8.82439223568125
713777,6787763,8.62422136626935
713777,6787761,8.55110897048934
713777,6787759,8.67359552160818
713777,6787757,8.71530586251091
713777,6787755,8.61295526825049
713777,6787753,8.56169653893401
713777,6787751,8.43993952868721
713777,6787749,8.26705873286036
713777,6787747,8.18129042770294
713777,6787745,8.27402561706564
713777,6787743,8.45380679327171
713777,6787741,8.89590787200504
713777,6787739,9.48117888813369
713777,6787737,10.1890275963017
713777,6787735,10.3256617947125
713777,6787733,9.94876764972111
713777,6787729,8.86298464018377
713777,6787727,8.28671120051843
713779,6787781,10.22712922688
713779,6787779,10.1940792035883
713779,6787777,10.1453581739425
713779,6787775,10.0883129075456
713779,6787773,10.0312676411487
713779,6787771,9.85611818630878
713779,6787769,9.54919297330697
713779,6787767,9.24067355418238
713779,6787765,9.09351508740587
713779,6787763,8.91231235458073
713779,6787761,8.81293814712713
713779,6787759,8.93846885233624
713779,6787757,8.98322334732923
713779,6787755,8.85284215623219
713779,6787753,8.79888455932395
713779,6787751,8.75738099799603
713779,6787749,8.59040209983997
713779,6787747,8.57172492712319
713779,6787745,8.68912809406336
713779,6787743,8.89157015626638
713779,6787741,9.26926585590761
713779,6787739,9.71805455361541
713779,6787737,10.1815569180227
713779,6787735,10.149768355784
713779,6787733,9.77948638877492
713779,6787731,9.2847075640354
713779,6787729,8.84842858237755
713779,6787727,8.29749119339475
713779,6787725,8.34061116490006
713779,6787723,8.35226764499776
713779,6787721,8.36751073435629
713781,6787783,10.4968597282989
713781,6787781,10.4516242082349
713781,6787779,10.4260563055901
713781,6787777,10.3704066069978
713781,6787775,10.3158776095968
713781,6787773,10.2613486121957
713781,6787771,10.0307868615242
713781,6787769,9.73864101290445
713781,6787767,9.49207796681338
713781,6787765,9.32928819644747
713781,6787763,9.08253433237442
713781,6787761,8.97553755850041
713781,6787759,9.06663212013291
713781,6787757,9.09872913073022
713781,6787755,8.99406312800429
713781,6787753,8.97359540340283
713781,6787751,8.98565962572028
713781,6787749,8.85683955820711
713781,6787747,8.83803789396599
713781,6787745,8.90598972015222
713781,6787743,9.04441273363882
713781,6787741,9.39945612568913
713781,6787739,9.75887657001167
713781,6787737,10.0462264928783
713781,6787735,9.95835071647084
713781,6787733,9.72096509791334
713781,6787731,9.28953997903237
713781,6787729,8.85105158978374
713781,6787727,8.40236474344775
713781,6787725,8.40467952613547
713781,6787723,8.37212753275203
713781,6787721,8.33234176306115
713781,6787719,8.32601899375108
713781,6787717,8.21751111511303
713781,6787715,8.09453551932323
713781,6787713,8.04277248684926
713781,6787711,7.91025644578114
713781,6787709,7.72812050175988
713781,6787705,7.4958819896043
713783,6787783,10.5928931190915
713783,6787781,10.5647515159434
713783,6787779,10.5560352759868
713783,6787777,10.5171942653352
713783,6787775,10.4704164191133
713783,6787773,10.4236385728914
713783,6787771,10.2039817140648
713783,6787769,9.95178707310406
713783,6787767,9.72788190233555
713783,6787765,9.51394120467613
713783,6787763,9.21962701696064
713783,6787761,9.09027869722038
713783,6787759,9.15095457707855
713783,6787757,9.22008264754833
713783,6787755,9.20093292308026
713783,6787753,9.21080129311922
713783,6787751,9.24491700297367
713783,6787749,9.1097775356869
713783,6787747,9.05248162445316
713783,6787745,9.08696441657098
713783,6787743,9.14307937382037
713783,6787741,9.36340406734349
713783,6787739,9.58810581313885
713783,6787737,9.74269440291889
713783,6787735,9.58264426393747
713783,6787733,9.4523173553735
713783,6787731,9.16804525745038
713783,6787729,8.8015174454236
713783,6787727,8.46109406229982
713783,6787725,8.41267317713687
713783,6787723,8.3620188028346
713783,6787721,8.30695970033213
713783,6787719,8.34036762726542
713783,6787717,8.27310683950502
713783,6787715,8.19911997296859
713783,6787713,8.12044549997681
713783,6787711,7.95382717834797
713783,6787709,7.74655876964168
713783,6787707,7.62407839728794
713783,6787705,7.48718856936318
713783,6787703,7.42864554321913
713783,6787701,7.48501059013783
713785,6787783,10.5828547852261
713785,6787781,10.5587082618047
713785,6787779,10.5285156853087
713785,6787777,10.4775837863174
713785,6787775,10.4462389017338
713785,6787773,10.3730686212013
713785,6787771,10.1850706859443
713785,6787769,9.98763133840096
713785,6787767,9.85139750767524
713785,6787765,9.6371584133618
713785,6787763,9.47421173995264
713785,6787761,9.40164501099212
713785,6787759,9.49456447054865
713785,6787757,9.55909719738947
713785,6787755,9.58333151818591
713785,6787753,9.51025238182467
713785,6787751,9.48821969783979
713785,6787749,9.2440756648119
713785,6787747,9.13838928774409
713785,6787745,9.09253828429558
713785,6787743,9.08303109395646
713785,6787741,9.19794941031535
713785,6787739,9.39463896192969
713785,6787737,9.46060125762166
713785,6787735,9.36738707724367
713785,6787733,9.32802123552264
713785,6787731,9.1642298871036
713785,6787729,8.87707674956989
713785,6787727,8.60625418073131
713785,6787725,8.5069533603495
713785,6787723,8.39033168642151
713785,6787721,8.28116935898672
713785,6787719,8.2953688206666
713785,6787717,8.21425511024456
713785,6787715,8.13314139982252
713785,6787713,8.08546231992705
713785,6787711,7.94207789476495
713785,6787709,7.76796978316861
713785,6787707,7.68199527636764
713785,6787705,7.61689862842855
713785,6787703,7.60454420773017
713785,6787701,7.74807494428816
713785,6787697,7.89231503189984
713785,6787695,7.92051419523874
713785,6787693,8.01457681339994
713785,6787691,8.34806701962336
713787,6787783,10.5881476995542
713787,6787781,10.5667579981775
713787,6787779,10.5179523648783
713787,6787777,10.468348359892
713787,6787775,10.4383313693135
713787,6787773,10.4034223494718
713787,6787771,10.2024251853545
713787,6787769,10.0174286983626
713787,6787767,9.86446834450459
713787,6787765,9.65905469368296
713787,6787763,9.45957244192818
713787,6787761,9.45595648029573
713787,6787759,9.58188574579334
713787,6787757,9.66835461139883
713787,6787755,9.70918420536203
713787,6787753,9.63441558035758
713787,6787751,9.55646755160678
713787,6787749,9.33908873704175
713787,6787747,9.19641465292297
713787,6787745,9.09336484139726
713787,6787743,9.04666001952952
713787,6787741,9.07873763099665
713787,6787739,9.14584687587744
713787,6787737,9.21376515726188
713787,6787735,9.22972475394092
713787,6787733,9.30766218306485
713787,6787731,9.26621409638576
713787,6787729,9.06792238886158
713787,6787727,8.830232697189
713787,6787725,8.63659359707214
713787,6787723,8.42685587399716
713787,6787721,8.26518057988352
713787,6787719,8.23884510975015
713787,6787717,8.12754907400965
713787,6787715,8.0570467499589
713787,6787713,8.01875682584668
713787,6787711,7.89864286457942
713787,6787709,7.80003270017698
713787,6787707,7.76232213264882
713787,6787705,7.73796658384684
713787,6787703,7.77691163167801
713787,6787701,7.91200449056049
713787,6787699,8.05408086117938
713787,6787697,8.21036486886015
713787,6787695,8.33850066040278
713787,6787693,8.51931014042344
713787,6787691,8.90589955564921
713787,6787689,9.34523666509569
713787,6787687,9.43803636302985
713787,6787685,9.54320935402191
713787,6787683,9.30966651901692
713787,6787681,8.85028509464563
713787,6787679,8.32022960498645
713789,6787783,10.5255214038621
713789,6787781,10.523685740002
713789,6787779,10.4857163465672
713789,6787777,10.4577180208527
713789,6787775,10.4493067095459
713789,6787773,10.4348240271614
713789,6787771,10.2452989153127
713789,6787769,10.1042618819863
713789,6787767,9.95657854679878
713789,6787765,9.71495507897488
713789,6787763,9.49131446645207
713789,6787761,9.53788104303558
713789,6787759,9.64217281327403
713789,6787757,9.74649001707001
713789,6787755,9.78038180863416
713789,6787753,9.7232634796443
713789,6787751,9.57098039101237
713789,6787749,9.32964399887631
713789,6787747,9.10182310241666
713789,6787745,8.97989945481239
713789,6787743,8.9177565413679
713789,6787741,8.95037110228164
713789,6787739,8.98982886610341
713789,6787737,9.08644467398031
713789,6787735,9.23831958851636
713789,6787733,9.42414849258185
713789,6787731,9.38930568690906
713789,6787729,9.24196526653045
713789,6787727,9.06006708922181
713789,6787725,8.76759136472062
713789,6787723,8.46989339706711
713789,6787721,8.30901802161152
713789,6787719,8.278171813983
713789,6787717,8.12004010381978
713789,6787715,8.05011245273001
713789,6787713,8.04590337820815
713789,6787711,7.98006735926242
713789,6787709,7.90716091742342
713789,6787707,7.96113497093314
713789,6787705,8.02846404316904
713789,6787703,8.11091872800926
713789,6787701,8.194505830843
713789,6787699,8.28532414696554
713789,6787697,8.35150083647677
713789,6787695,8.41663631384458
713789,6787693,8.52472279831994
713789,6787691,8.83999459479298
713789,6787689,9.22560641077924
713789,6787687,9.34207302814086
713789,6787685,9.3755864358305
713789,6787683,9.20147348745961
713789,6787681,8.83563658372145
713789,6787679,8.36856858205261
713789,6787677,8.2243909803692
713789,6787675,8.10267196166317
713789,6787673,7.93704448285616
713791,6787785,10.4080293040579
713791,6787783,10.4218947400361
713791,6787781,10.429731725589
713791,6787779,10.3984493881811
